"probe_id","Refseq_id","Symbol"
"ILMN_1796455","NM_001036.2","RYR3"
"ILMN_1687430","NM_015636.2","EIF2B4"
"ILMN_1681221","NM_032818.1","C9orf100"
"ILMN_1767992","NM_001042496.1","SLC12A6"
"ILMN_1659888","NM_138689.2","PPP1R14B"
"ILMN_1652732","NM_019859.2","HTR7"
"ILMN_1771411","NM_013339.2","ALG6"
"ILMN_1694767","XM_942297.1","LOC652688"
"ILMN_1807042","NM_002356.5","MARCKS"
"ILMN_2136495","NM_144670.2","A2ML1"
"ILMN_1760595","XM_926127.1","LOC642675"
"ILMN_1697922","XM_928682.1","LOC645671"
"ILMN_1697024","XM_001125680.1","LOC730432"
"ILMN_1701204","NM_005429.2","VEGFC"
"ILMN_1665856","NM_020178.3","CA10"
"ILMN_1677314","NM_002456.4","MUC1"
"ILMN_2402106","NM_014511.3","KIR2DL3"
"ILMN_1667232","NM_014511.3","KIR2DL3"
"ILMN_1723333","NM_002411.2","SCGB2A2"
"ILMN_1663054","XM_935633.2","LOC653199"
"ILMN_1670378","XM_935633.2","LOC653199"
"ILMN_1659923","NM_002072.2","GNAQ"
"ILMN_1707123","NM_001014451.1","DDX19B"
"ILMN_2381841","NM_001014451.1","DDX19B"
"ILMN_1693341","NM_022806.2","SNRPN"
"ILMN_1656537","NM_022806.2","SNRPN"
"ILMN_1653822","NM_002497.2","NEK2"
"ILMN_2051373","NM_002497.2","NEK2"
"ILMN_1670912","NM_001616.3","ACVR2A"
"ILMN_1684413","XM_939728.1","LOC654128"
"ILMN_1666976","NM_001031696.1","PLD3"
"ILMN_1713013","NM_001031696.1","PLD3"
"ILMN_1655842","XM_944534.1","LOC442597"
"ILMN_2199409","NM_144715.2","EFHB"
"ILMN_2110338","NM_198478.2","NKPD1"
"ILMN_1703642","XM_929439.1","LOC646515"
"ILMN_1808898","NM_003995.3","NPR2"
"ILMN_1662316","NM_022916.4","VPS33A"
"ILMN_1675693","NM_001009552.1","PPP2CB"
"ILMN_2324776","NM_177539.1","TAS1R1"
"ILMN_1762713","NM_174918.2","C19orf59"
"ILMN_1759513","NM_005168.3","RND3"
"ILMN_1682863","NM_080833.1","C20orf151"
"ILMN_1764714","NM_018687.3","LOC55908"
"ILMN_1711662","NM_021186.2","ZP4"
"ILMN_2184789","NM_172002.3","HSCB"
"ILMN_1771921","NM_172002.3","HSCB"
"ILMN_1693287","NM_015932.3","POMP"
"ILMN_1737252","NM_013962.2","NRG1"
"ILMN_2298888","NM_013962.2","NRG1"
"ILMN_1662538","XM_944774.1","LOC651577"
"ILMN_1738497","XM_943036.1","LOC647810"
"ILMN_1798547","NM_173526.2","FAM71D"
"ILMN_1780153","NM_031209.1","QTRT1"
"ILMN_2360202","NM_181676.1","PPP2R2B"
"ILMN_1660732","NM_181676.1","PPP2R2B"
"ILMN_2415529","NM_001011649.1","CDK5RAP2"
"ILMN_1745242","NM_021105.1","PLSCR1"
"ILMN_2124425","NM_012315.1","KLK9"
"ILMN_1692121","NM_003715.2","USO1"
"ILMN_1664353","XM_927761.1","LOC644655"
"ILMN_1752226","NM_002566.4","P2RY11"
"ILMN_1799259","NM_170773.1","RASSF2"
"ILMN_1709683","NM_170773.1","RASSF2"
"ILMN_1790190","XM_929547.1","LOC643774"
"ILMN_1703081","NM_021636.2","LGR6"
"ILMN_2144088","NM_004462.3","FDFT1"
"ILMN_1706935","NM_022742.3","CCDC136"
"ILMN_1794643","NM_032527.3","ZGPAT"
"ILMN_2181593","NM_004988.3","MAGEA1"
"ILMN_2409596","NM_025151.3","RAB11FIP1"
"ILMN_1737124","NM_176800.1","PRPF4B"
"ILMN_1653276","XM_944209.1","LOC645276"
"ILMN_1660854","NM_000480.2","AMPD3"
"ILMN_1774447","NM_000480.2","AMPD3"
"ILMN_1795018","NM_012377.1","OR7C2"
"ILMN_1653646","NM_032907.3","UBL7"
"ILMN_1673712","NM_001038705.1","GPR149"
"ILMN_2122076","NM_001038705.1","GPR149"
"ILMN_1679638","NM_001822.3","CHN1"
"ILMN_1745669","NM_173663.1","NY-REN-7"
"ILMN_1747396","XM_942457.1","LOC652797"
"ILMN_1814557","NM_014112.2","TRPS1"
"ILMN_2106107","NM_001078173.1","FAM127C"
"ILMN_1759973","NM_005000.2","NDUFA5"
"ILMN_1687655","NM_176799.1","ILKAP"
"ILMN_1670117","NM_020686.4","ABAT"
"ILMN_1714157","NM_001008216.1","GALE"
"ILMN_1750777","NM_021049.3","MAGEA5"
"ILMN_1670371","XM_942431.1","LOC400509"
"ILMN_1761527","NM_182623.1","FAM131C"
"ILMN_1812321","NM_182623.1","FAM131C"
"ILMN_1795991","NM_014306.3","C22orf28"
"ILMN_1756755","NM_032808.5","LINGO1"
"ILMN_2115135","NM_001044264.1","MSMP"
"ILMN_1667803","NM_001001917.1","OR56A1"
"ILMN_1810687","XM_001129584.1","FCGR2A"
"ILMN_1733847","NM_003857.2","GALR2"
"ILMN_2352159","NM_198428.2","BBS9"
"ILMN_2055760","NM_030650.1","KIAA1715"
"ILMN_1695087","NM_030650.1","KIAA1715"
"ILMN_1732554","NM_012279.2","ZNF346"
"ILMN_1739274","NM_000925.1","PDHB"
"ILMN_1778980","NM_001013719.1","LOC441136"
"ILMN_1690546","NM_005605.3","PPP3CC"
"ILMN_1756360","NM_000996.2","RPL35A"
"ILMN_1746494","NM_002027.2","FNTA"
"ILMN_1659415","NM_021970.2","MAP2K1IP1"
"ILMN_1682245","NM_002176.2","IFNB1"
"ILMN_1767934","NM_006200.2","PCSK5"
"ILMN_1762080","NM_152405.2","JMY"
"ILMN_1734806","XM_942538.1","LOC652842"
"ILMN_1687867","XR_018676.1","LOC647954"
"ILMN_2175715","NM_012313.1","KIR2DS3"
"ILMN_1793525","NM_012313.1","KIR2DS3"
"ILMN_2150802","NM_025084.1","FLJ22795"
"ILMN_1786720","NM_006017.1","PROM1"
"ILMN_1755352","NM_177972.1","TUB"
"ILMN_1779579","NM_177972.1","TUB"
"ILMN_1810283","NM_021032.2","FGF12"
"ILMN_1677680","NM_021032.2","FGF12"
"ILMN_1809639","NM_178505.5","TMEM26"
"ILMN_1804299","XM_941892.2","LOC654244"
"ILMN_1697802","XM_941892.2","LOC654244"
"ILMN_2193892","NM_000450.1","SELE"
"ILMN_1739393","NM_000450.1","SELE"
"ILMN_1708277","NM_001001791.1","C10orf55"
"ILMN_1736536","NM_198479.2","TPRX1"
"ILMN_1690343","NM_000883.2","IMPDH1"
"ILMN_1676515","NM_000883.2","IMPDH1"
"ILMN_1736093","NM_153271.1","SNX33"
"ILMN_1733716","NM_198493.1","ANKRD45"
"ILMN_1761674","XM_944693.1","ITGB5"
"ILMN_1737847","NM_022762.3","RMND5B"
"ILMN_1653466","NM_021170.2","HES4"
"ILMN_1779497","NM_207507.1","FLJ45202"
"ILMN_1713008","NM_145186.1","ABCC11"
"ILMN_1727840","NM_005827.1","SLC35B1"
"ILMN_1713679","NM_018000.2","MREG"
"ILMN_1731064","NM_020247.4","CABC1"
"ILMN_1699179","NM_182641.3","BPTF"
"ILMN_1694305","NM_004595.2","SMS"
"ILMN_2225318","NM_004595.2","SMS"
"ILMN_1683234","NM_022365.3","DNAJC1"
"ILMN_1808846","NM_014726.1","TBKBP1"
"ILMN_1773407","NM_014117.2","C16orf72"
"ILMN_1680996","XM_001127464.1","ALOX5"
"ILMN_1706579","NM_001040.2","SHBG"
"ILMN_1731929","XM_928406.1","LOC645364"
"ILMN_1788942","NM_153338.1","GGT6"
"ILMN_1730907","NM_024699.1","ZFAND1"
"ILMN_2087989","NM_024699.1","ZFAND1"
"ILMN_1773109","NM_001703.2","BAI2"
"ILMN_1810696","XM_927219.2","LOC643965"
"ILMN_1665115","XM_001131684.1","LOC732040"
"ILMN_1740883","NM_138791.1","C14orf148"
"ILMN_1683491","XM_936283.1","LOC647331"
"ILMN_2156687","NM_001042702.1","DFNB59"
"ILMN_1660590","XM_933296.2","LOC645955"
"ILMN_1657571","NM_004317.2","ASNA1"
"ILMN_1672065","XM_058997.9","LOC653284"
"ILMN_1743290","NM_000174.2","GP9"
"ILMN_1723542","NM_003438.2","ZNF137"
"ILMN_2089073","NM_006045.1","ATP9A"
"ILMN_1799232","NM_006045.1","ATP9A"
"ILMN_1706406","NM_006045.1","ATP9A"
"ILMN_1784465","XM_930235.1","FAM91A2"
"ILMN_1658805","NM_004899.3","BRE"
"ILMN_1784349","XM_930225.1","LOC647191"
"ILMN_1682989","NM_139057.2","ADAMTS17"
"ILMN_1705231","NM_005630.1","SLCO2A1"
"ILMN_1810762","NR_000013.1","SNORD42B"
"ILMN_1730401","XM_926748.1","LOC643416"
"ILMN_1725686","NM_001004137.1","OR52M1"
"ILMN_2290896","XM_372302.3","tAKR"
"ILMN_1735548","NM_002114.2","HIVEP1"
"ILMN_1774617","NM_005966.3","NAB1"
"ILMN_1731788","NM_013959.2","NRG1"
"ILMN_1665945","NM_022735.3","ACBD3"
"ILMN_1679655","NM_025222.3","WDR82"
"ILMN_2344007","NM_001009182.1","SIP1"
"ILMN_2344002","NM_001009182.1","SIP1"
"ILMN_1675543","NM_002761.2","PRM1"
"ILMN_1757408","NM_005773.2","ZNF256"
"ILMN_1660305","NM_177966.4","PDE12"
"ILMN_1660103","XM_945394.1","LOC647244"
"ILMN_1691947","NM_014503.1","UTP20"
"ILMN_2348031","NM_001008728.1","HMGB4"
"ILMN_1814313","NM_004381.3","CREBL1"
"ILMN_1741740","XM_934634.1","LOC339692"
"ILMN_1769902","NM_012267.3","HSPBP1"
"ILMN_1678949","NM_012267.3","HSPBP1"
"ILMN_1719219","NM_178523.3","ZNF616"
"ILMN_2344221","NM_001080444.1","IGSF5"
"ILMN_1660362","XM_942432.1","LOC652781"
"ILMN_1697666","NM_001004354.1","NRARP"
"ILMN_1692733","NM_001004354.1","NRARP"
"ILMN_1692698","NM_024749.2","VASH2"
"ILMN_2363426","NM_002382.3","MAX"
"ILMN_2103841","NM_003977.1","AIP"
"ILMN_1784454","NM_133376.1","ITGB1"
"ILMN_1700408","NM_178125.2","TRIM50"
"ILMN_1719404","NM_178125.2","TRIM50"
"ILMN_2390974","NM_006736.5","DNAJB2"
"ILMN_2285213","NM_006736.5","DNAJB2"
"ILMN_2262644","NM_001034914.1","KCNIP3"
"ILMN_2350823","NM_001034914.1","KCNIP3"
"ILMN_2164978","NM_020786.1","PDP2"
"ILMN_1670263","NM_152609.1","C1orf71"
"ILMN_1730005","NM_030950.2","RFP"
"ILMN_1667592","NM_001003828.1","PARVB"
"ILMN_1723322","NM_001004746.1","OR5T2"
"ILMN_1688665","XM_929177.2","LOC646227"
"ILMN_2233229","NM_001014342.1","FLG2"
"ILMN_1727226","XM_935818.1","FLJ20397"
"ILMN_1767448","NM_005780.1","LHFP"
"ILMN_1772700","NM_152834.2","TMEM18"
"ILMN_2123871","NM_152834.2","TMEM18"
"ILMN_1652237","NM_001236.3","CBR3"
"ILMN_1735402","NM_003861.1","WDR22"
"ILMN_1702341","XM_934263.1","LOC388237"
"ILMN_2192281","NM_014959.1","CARD8"
"ILMN_1774673","XM_932892.2","LOC643623"
"ILMN_1702218","NM_007195.2","POLI"
"ILMN_1677009","NM_182913.2","SYNE2"
"ILMN_1689604","XM_925827.1","LOC642280"
"ILMN_1652574","XM_936789.1","LRRC4B"
"ILMN_2091590","NM_152363.2","ANKRD41"
"ILMN_1751744","NM_152363.2","ANKRD41"
"ILMN_2326793","NM_005387.4","NUP98"
"ILMN_1722056","NM_000053.2","ATP7B"
"ILMN_1696223","NM_000053.2","ATP7B"
"ILMN_1801307","NM_003810.2","TNFSF10"
"ILMN_2045911","NM_015176.1","FBXO28"
"ILMN_1812776","NM_015176.1","FBXO28"
"ILMN_1770336","NM_001138.1","AGRP"
"ILMN_1717594","NM_138368.3","DKFZp761E198"
"ILMN_2041101","NR_001562.1","ANXA2P1"
"ILMN_1698100","NR_001562.1","ANXA2P1"
"ILMN_1677432","NM_020762.1","SRGAP1"
"ILMN_1690099","NM_004763.3","ITGB1BP1"
"ILMN_1737709","NM_080746.2","RPL10L"
"ILMN_1665647","NM_005582.1","CD180"
"ILMN_1695658","NM_005733.1","KIF20A"
"ILMN_1794741","NM_002020.1","FLT4"
"ILMN_2255310","NM_001019.4","RPS15A"
"ILMN_2337241","NM_001019.4","RPS15A"
"ILMN_2191803","NM_032578.1","MYPN"
"ILMN_1711053","XM_001131846.1","BBS5"
"ILMN_1663592","XM_001131846.1","BBS5"
"ILMN_1760688","NM_174920.2","SAMD14"
"ILMN_1792568","NM_000226.2","KRT9"
"ILMN_1802573","XM_942585.1","LOC652871"
"ILMN_1789995","XM_001127817.1","MGC39606"
"ILMN_2340439","NM_199426.1","ZFP64"
"ILMN_1664525","NM_176894.1","P2RY13"
"ILMN_1729842","NM_173525.1","C11orf42"
"ILMN_1659766","NM_004281.3","BAG3"
"ILMN_1722959","NM_021728.2","OTX2"
"ILMN_1771467","NM_206832.1","TMIGD1"
"ILMN_2105253","NM_152444.1","PTGR2"
"ILMN_2105254","NM_152444.1","PTGR2"
"ILMN_2190126","NM_144725.3","TTC23L"
"ILMN_2146657","NM_199336.1","FAHD2B"
"ILMN_1755850","NM_021632.3","ZNF350"
"ILMN_1658083","NM_013375.2","ABT1"
"ILMN_2115949","NM_032164.2","ZNF394"
"ILMN_1807514","NM_032164.2","ZNF394"
"ILMN_1809193","NM_000021.2","PSEN1"
"ILMN_1796669","NM_000021.2","PSEN1"
"ILMN_1780189","NM_002805.4","PSMC5"
"ILMN_1714669","XM_943559.1","BRUNOL4"
"ILMN_2201347","NM_016598.1","ZDHHC3"
"ILMN_1667195","XM_933591.1","LOC646403"
"ILMN_1698218","NM_005658.3","TRAF1"
"ILMN_2171789","NM_005658.3","TRAF1"
"ILMN_1691731","NM_017554.1","PARP14"
"ILMN_1798940","XR_017481.1","LOC644131"
"ILMN_2110561","NM_002170.3","IFNA8"
"ILMN_1704575","NM_178168.1","OR10A5"
"ILMN_2340065","NM_001048241.1","UBL5"
"ILMN_1757847","NM_031450.2","C11orf68"
"ILMN_1812473","NM_004529.1","MLLT3"
"ILMN_1668541","XM_935719.1","LOC641815"
"ILMN_1738736","NM_003794.2","SNX4"
"ILMN_1789957","XM_930819.1","LOC642439"
"ILMN_1754795","NM_005245.3","FAT1"
"ILMN_2398261","NM_023107.2","FGFR1"
"ILMN_1750235","NM_000645.1","AGL"
"ILMN_1723657","NR_003659.1","FAM39DP"
"ILMN_1785528","NR_003659.1","FAM39DP"
"ILMN_1739199","NR_003659.1","FAM39DP"
"ILMN_1768861","NR_003659.1","FAM39DP"
"ILMN_1713406","NR_003659.1","FAM39DP"
"ILMN_1680347","NM_020933.2","ZNF317"
"ILMN_2331087","NM_206938.1","MS4A7"
"ILMN_2331082","NM_206938.1","MS4A7"
"ILMN_1777797","NM_001133.2","AFM"
"ILMN_1693107","NM_014381.2","MLH3"
"ILMN_1677887","NR_003085.1","PMS2"
"ILMN_2072178","NM_024693.2","ECHDC3"
"ILMN_1733157","NM_018676.2","THSD1"
"ILMN_1696659","NM_018676.2","THSD1"
"ILMN_1666148","NM_001005194.1","OR8A1"
"ILMN_1751802","XM_939611.1","LOC650520"
"ILMN_1786718","NM_007103.2","NDUFV1"
"ILMN_1788142","XM_927749.1","LOC644640"
"ILMN_1757038","XM_934880.1","LOC93556"
"ILMN_1739384","NM_020798.1","USP35"
"ILMN_1680738","NM_004772.1","C5orf13"
"ILMN_1736792","NM_201382.1","PLEC1"
"ILMN_1781810","NM_004289.5","NFE2L3"
"ILMN_1763461","NM_001182.2","ALDH7A1"
"ILMN_1687508","NM_001182.2","ALDH7A1"
"ILMN_1745765","NM_173519.1","RLBP1L1"
"ILMN_1779356","NM_000546.3","TP53"
"ILMN_1772286","NM_152398.2","OCIAD2"
"ILMN_1664111","NM_001017368.1","RFFL"
"ILMN_1684084","XM_928037.1","LOC644957"
"ILMN_1668774","XM_931784.1","LOC653145"
"ILMN_1777765","NM_021640.3","C12orf10"
"ILMN_2271568","NM_016379.2","VCX3A"
"ILMN_2366642","NM_016379.2","VCX3A"
"ILMN_1739259","NM_004788.2","UBE4A"
"ILMN_2310001","NM_002433.3","MOG"
"ILMN_1776109","NM_033414.2","ZNF622"
"ILMN_1673214","XM_926232.1","LOC642830"
"ILMN_1692652","XM_932990.1","LOC653275"
"ILMN_1754332","NR_001453.1","LOC85389"
"ILMN_1685097","NM_015947.2","ASCC1"
"ILMN_1691701","XM_929903.1","LOC646939"
"ILMN_1710314","XM_937208.1","KRTAP9-8"
"ILMN_1787259","NM_194439.1","RNF212"
"ILMN_1753975","NM_012428.2","NPTN"
"ILMN_1792997","NM_012428.2","NPTN"
"ILMN_1794927","NM_175870.3","LOC90925"
"ILMN_1721630","NM_002565.3","P2RY4"
"ILMN_1663422","NM_153615.1","RGL4"
"ILMN_1652527","XM_927904.1","LOC644808"
"ILMN_1662023","NM_003709.2","KLF7"
"ILMN_1778677","NM_020662.2","MRS2"
"ILMN_1795495","NM_000123.2","ERCC5"
"ILMN_1773968","NM_001018069.1","SERBP1"
"ILMN_1814151","NM_006408.2","AGR2"
"ILMN_2093188","NM_153210.2","USP43"
"ILMN_1740671","NM_005172.1","ATOH1"
"ILMN_1719194","NM_004967.2","IBSP"
"ILMN_1795720","XM_940254.1","LOC651123"
"ILMN_1684694","NM_020478.3","ANK1"
"ILMN_1765704","NM_033492.1","CDC2L1"
"ILMN_1778977","NM_003332.2","TYROBP"
"ILMN_1748393","NM_138396.4","9-Mar"
"ILMN_1698995","NM_001927.3","DES"
"ILMN_2414135","NM_199478.1","PLP1"
"ILMN_1790106","NM_199478.1","PLP1"
"ILMN_1750203","NM_001008696.1","THAP7"
"ILMN_1756472","XM_942206.1","LOC649979"
"ILMN_2380561","NM_000298.4","PKLR"
"ILMN_2279397","NM_000298.4","PKLR"
"ILMN_1703572","NM_022843.2","PCDH20"
"ILMN_1731224","NM_031458.1","PARP9"
"ILMN_2053527","NM_031458.1","PARP9"
"ILMN_2160750","NM_000370.2","TTPA"
"ILMN_1741862","NM_000370.2","TTPA"
"ILMN_1663081","NM_001013712.1","LOC440925"
"ILMN_1673982","NM_144663.1","C11orf40"
"ILMN_1651737","XM_927788.1","LOC644689"
"ILMN_1661589","NM_139029.1","CD151"
"ILMN_1780622","NM_004488.1","GP5"
"ILMN_1697292","XM_931244.1","LOC643018"
"ILMN_1776250","XM_294765.7","LOC647042"
"ILMN_1706455","NM_138376.1","TTC5"
"ILMN_1676545","XM_929898.1","LOC283887"
"ILMN_1799504","NM_001012417.1","MS4A13"
"ILMN_2233689","NM_001012417.1","MS4A13"
"ILMN_1721719","XM_001125915.1","LOC727762"
"ILMN_1658678","NM_138421.2","SAAL1"
"ILMN_1754553","NM_153450.1","MED19"
"ILMN_1745813","NM_015634.2","KIAA1279"
"ILMN_1668219","XM_001133294.1","LOC729085"
"ILMN_2097185","NM_031307.2","PUS3"
"ILMN_1711748","NM_006227.2","PLTP"
"ILMN_1720617","NM_001005471.1","OR2T6"
"ILMN_2240221","NM_032943.2","SYTL2"
"ILMN_1754929","NM_001005185.1","OR6N1"
"ILMN_1657948","XM_944529.1","LOC649317"
"ILMN_1746952","NM_145282.1","LOC153328"
"ILMN_1764266","NM_001825.2","CKMT2"
"ILMN_1655230","NM_017725.1","GPATC4"
"ILMN_1740298","NM_003830.1","SIGLEC5"
"ILMN_1652381","NM_003830.1","SIGLEC5"
"ILMN_2135306","NM_181688.1","KRTAP10-10"
"ILMN_1688334","NM_181688.1","KRTAP10-10"
"ILMN_1710929","NM_181688.1","KRTAP10-10"
"ILMN_1685343","NM_001008565.1","NUPL1"
"ILMN_1746317","NM_001008565.1","NUPL1"
"ILMN_2063051","NM_207428.1","C11orf55"
"ILMN_1720941","NM_014556.2","EVC"
"ILMN_1787237","NM_032871.3","RELT"
"ILMN_1724897","NM_021944.1","C14orf93"
"ILMN_1797579","NM_001024608.1","LOC158318"
"ILMN_2403664","NM_001035256.1","POMC"
"ILMN_1672899","NM_001035256.1","POMC"
"ILMN_1684854","NM_152358.2","C19orf41"
"ILMN_1671731","NM_021732.1","AVPI1"
"ILMN_1699113","XM_932619.2","LOC286411"
"ILMN_1766757","XM_932619.2","LOC286411"
"ILMN_1673316","XM_945108.1","LOC652015"
"ILMN_1772482","NR_003083.2","SLC6A10P"
"ILMN_1704446","NR_003083.2","SLC6A10P"
"ILMN_2124386","NM_004761.2","RGL2"
"ILMN_1666468","NM_002941.2","ROBO1"
"ILMN_1664773","NM_024113.3","C11orf49"
"ILMN_1691691","XM_936773.1","LOC647713"
"ILMN_1741324","XM_935056.1","LOC653663"
"ILMN_1810651","NM_000133.2","F9"
"ILMN_1727150","NM_199204.1","DHRS9"
"ILMN_1713462","NM_001169.2","AQP8"
"ILMN_2224619","NR_002328.3","GNRHR2"
"ILMN_1714569","NM_006201.3","PCTK1"
"ILMN_1670218","NM_058219.2","EXOSC6"
"ILMN_1793836","XM_945400.1","LOC389442"
"ILMN_1689807","NM_001007542.1","FLJ40453"
"ILMN_2129102","NM_001007542.1","FLJ40453"
"ILMN_1747874","XM_945941.1","CYP4Z1"
"ILMN_2397028","NM_002640.3","SERPINB8"
"ILMN_1707342","NM_015541.2","LRIG1"
"ILMN_2128795","NM_015541.2","LRIG1"
"ILMN_2046730","NM_002966.2","S100A10"
"ILMN_1789387","NM_005472.4","KCNE3"
"ILMN_1731498","NM_153002.1","GPR156"
"ILMN_1653342","NM_022156.3","DUS1L"
"ILMN_1665148","XM_944165.1","LOC648249"
"ILMN_1676219","XM_944165.1","LOC648249"
"ILMN_2348512","NM_001040653.1","ZXDC"
"ILMN_1744713","NM_007262.3","PARK7"
"ILMN_2121774","NM_152338.1","JCLN"
"ILMN_1743655","NM_017510.4","TMED9"
"ILMN_2270299","NM_005426.2","TP53BP2"
"ILMN_2067303","NM_021635.2","PBOV1"
"ILMN_1807206","NM_138452.1","DHRS1"
"ILMN_1763628","XR_018073.1","LOC653188"
"ILMN_1698117","NM_032589.2","DSCR8"
"ILMN_1664630","NM_001274.3","CHEK1"
"ILMN_1789691","NM_001011718.1","XKR7"
"ILMN_1716353","XM_001130627.1","LOC729559"
"ILMN_1807136","XM_001130627.1","LOC729559"
"ILMN_1780508","NR_001292.1","SNORD108"
"ILMN_1792597","NM_017541.2","CRYGS"
"ILMN_1689040","XM_926248.1","LOC642851"
"ILMN_1654288","XM_942031.1","LOC652540"
"ILMN_1786955","XM_939099.1","LOC650010"
"ILMN_1762528","XM_929266.1","LOC646332"
"ILMN_1814924","NM_145037.1","FAM55C"
"ILMN_2392717","NM_015454.1","LARP7"
"ILMN_1713636","NM_014624.3","S100A6"
"ILMN_2341467","NM_018622.5","PARL"
"ILMN_2257665","NM_018622.5","PARL"
"ILMN_1685357","NM_005619.3","RTN2"
"ILMN_2347249","NM_001040007.1","RSPO4"
"ILMN_1750625","NM_001040007.1","RSPO4"
"ILMN_1732985","NM_016018.4","PHF20L1"
"ILMN_1706268","NM_000953.2","PTGDR"
"ILMN_2062714","NM_000953.2","PTGDR"
"ILMN_1774330","NM_015253.1","WSCD1"
"ILMN_1789027","NM_177995.1","PTPDC1"
"ILMN_1742903","XM_929457.2","LOC644739"
"ILMN_1781416","NM_005479.2","FRAT1"
"ILMN_1736180","NM_005479.2","FRAT1"
"ILMN_1699164","XM_934066.1","LOC653438"
"ILMN_1809590","NM_016095.1","GINS2"
"ILMN_1742131","NM_014427.3","CPNE7"
"ILMN_1666214","XM_001132089.1","LOC646012"
"ILMN_2106902","NM_005197.2","CHES1"
"ILMN_1667507","XM_372574.5","LOC390595"
"ILMN_1717093","XM_939030.1","LOC654088"
"ILMN_1720595","NM_153487.3","MDGA1"
"ILMN_1744794","NM_031907.1","USP26"
"ILMN_1670172","NM_001006622.1","WDR33"
"ILMN_2383913","NM_001006622.1","WDR33"
"ILMN_2415235","NM_152221.2","CSNK1E"
"ILMN_1688825","NM_001004727.1","OR4X2"
"ILMN_1755075","NM_004508.2","IDI1"
"ILMN_1659594","XM_936300.1","SRGAP2"
"ILMN_1797359","NR_002777.2","TRIM78P"
"ILMN_1668776","XM_937927.1","LOC648851"
"ILMN_1684211","NM_012429.1","SEC14L2"
"ILMN_1701905","NM_032573.3","CCDC62"
"ILMN_1724659","NM_012127.2","CIZ1"
"ILMN_1657079","XM_945189.1","LOC652077"
"ILMN_2204726","NM_015902.4","UBR5"
"ILMN_1741253","NM_015902.4","UBR5"
"ILMN_1715864","NM_198270.2","NHS"
"ILMN_1676102","NM_198270.2","NHS"
"ILMN_1755221","NM_030805.2","LMAN2L"
"ILMN_1810900","XM_925997.1","LOC642497"
"ILMN_1775007","XM_373338.1","LOC392425"
"ILMN_1692219","NM_001002814.1","RAB11FIP1"
"ILMN_1702125","NM_004502.3","HOXB7"
"ILMN_1739946","NM_024006.4","VKORC1"
"ILMN_1786139","NM_024006.4","VKORC1"
"ILMN_1684585","NM_001995.2","ACSL1"
"ILMN_1652806","NM_001003703.1","ATP5J"
"ILMN_1670302","NM_002115.1","HK3"
"ILMN_1701958","NM_001098424.1","DLG1"
"ILMN_1746213","NM_182854.1","SNX20"
"ILMN_1798612","NM_182854.1","SNX20"
"ILMN_1724877","NM_032510.3","PARD6G"
"ILMN_1674344","NM_032510.3","PARD6G"
"ILMN_2415128","NM_025069.1","ZNF703"
"ILMN_2315694","NM_001003786.1","STRADA"
"ILMN_1749218","NM_005802.2","TOPORS"
"ILMN_2169736","NM_152595.4","PGBD4"
"ILMN_1746618","NM_178422.4","PAQR7"
"ILMN_1799086","NM_023070.1","ZNF643"
"ILMN_2048388","NM_023070.1","ZNF643"
"ILMN_1703667","NM_004981.1","KCNJ4"
"ILMN_1671557","NM_003311.3","PHLDA2"
"ILMN_1670490","NM_001006625.1","PDPN"
"ILMN_2321339","NM_001018050.1","POLR3H"
"ILMN_1674697","XM_939934.1","LOC650845"
"ILMN_1775853","NM_001033057.1","MAGI1"
"ILMN_1722156","NM_033411.2","RWDD2A"
"ILMN_1677043","NM_003689.2","AKR7A2"
"ILMN_2041190","NM_005242.3","F2RL1"
"ILMN_1673113","NM_005242.3","F2RL1"
"ILMN_1730622","NM_016337.2","EVL"
"ILMN_1777118","NM_018250.1","INTS9"
"ILMN_1718558","NM_022750.2","PARP12"
"ILMN_1660810","NM_018259.4","TTC17"
"ILMN_1741352","XM_943114.1","LOC647919"
"ILMN_1759175","NM_007207.3","DUSP10"
"ILMN_1658416","NM_016067.1","MRPS18C"
"ILMN_2085903","NM_016067.1","MRPS18C"
"ILMN_1729546","NM_198476.2","C19orf54"
"ILMN_1801340","XM_932902.1","LOC645445"
"ILMN_1743194","NM_003566.2","EEA1"
"ILMN_2260224","NM_021106.3","RGS3"
"ILMN_2228132","NM_001034966.1","LOC126536"
"ILMN_1805027","NM_177417.2","KLC3"
"ILMN_1770281","NM_178040.1","ERC1"
"ILMN_2077736","NR_002931.1","CLEC4GP1"
"ILMN_1740502","NR_002931.1","CLEC4GP1"
"ILMN_1712075","NM_015286.5","SYNM"
"ILMN_2411915","NM_178326.2","ATG4B"
"ILMN_1740538","XM_930532.1","LOC645876"
"ILMN_1813430","NM_182985.3","TRIM69"
"ILMN_1775537","NM_182985.3","TRIM69"
"ILMN_1722423","NM_173082.2","SHPRH"
"ILMN_2387303","NM_173082.2","SHPRH"
"ILMN_1700034","NM_005750.2","C4orf6"
"ILMN_1651838","NM_014470.2","RND1"
"ILMN_1702420","NM_014005.3","PCDHA9"
"ILMN_1784316","NM_014005.3","PCDHA9"
"ILMN_1812093","NM_198152.2","UTS2D"
"ILMN_2180232","NM_198152.2","UTS2D"
"ILMN_2387742","NM_001011724.1","HNRNPA1L2"
"ILMN_1688230","NM_001011724.1","HNRNPA1L2"
